Country,Region,AltitudeAvg,Year,Owner,Species,Variety,ProcessingMethod,NumberOfBags,BagWeight,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Sweetness,Moisture,TotalScore,Color,QualityCategory
Colombia,huila,442,2016,carcafe ltda ci,Arabica,Unknown,Unknown,25,70,7.67,7.67,7.33,7.67,7.5,7.58,10,10,0.11,83,Green,MODERATE
Costa Rica,tarrazu,1850,2016,"ceca, s.a.",Arabica,Caturra,Washed / Wet,250,69,7.58,7.5,7.42,7.67,7.42,7.5,10,10,0.09,82.75,Bluish-Green,MODERATE
Brazil,south of minas,934,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60,7.5,7.58,7.5,7.67,7.5,7.42,10,10,0.11,82.67,Bluish-Green,MODERATE
Brazil,south of minas,0,2016,gabriel barbara,Arabica,Unknown,Pulped natural / honey,198,59,7.5,7.58,7.42,7.5,7.75,7.33,10,10,0.11,82.58,Green,MODERATE
Brazil,campos altos - cerrado,0,2016,bourbon specialty coffees,Arabica,Unknown,Unknown,300,60,7.42,7.42,7.5,7.33,7.25,7.67,10,10,0,82.58,Green,MODERATE
Guatemala,oriente,1219,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.5,7.5,7.33,7.5,7.67,7.5,10,10,0.1,82.5,Green,MODERATE
Guatemala,san marcos,1700,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.67,7.58,7.25,7.67,7.42,7.33,10,10,0.12,82.42,Green,MODERATE
Colombia,guayata,1600,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,43,70,5.08,7.75,7.83,7.75,7.83,8.08,10,10,0.11,82.42,Green,MODERATE
Brazil,campos altos - cerrado,0,2016,bourbon specialty coffees,Arabica,Unknown,Unknown,300,60,7.42,7.5,7.33,7.5,7.25,7.42,10,10,0.11,82.42,Green,MODERATE
Brazil,cerrado,982,2016,pedro santos e silva,Arabica,Catuai,Natural / Dry,320,2,7.33,7.5,7.5,7.33,7.5,7.5,10,10,0.11,82.33,Green,MODERATE
Brazil,south of minas,934,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60,7.5,7.5,7.42,7.5,7.42,7.5,10,10,0.11,82.33,Bluish-Green,MODERATE
Guatemala,nuevo oriente,1450,2016,juan luis alvarado romero,Arabica,Pacas,Washed / Wet,275,69,7.67,7.5,7.25,7.67,7.42,7.42,10,10,0.11,82.25,Green,MODERATE
Brazil,south of minas,934,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60,7.42,7.42,7.5,7.42,7.42,7.5,10,10,0.11,82.17,Green,MODERATE
Brazil,south of minas,894,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60,7.42,7.58,7.42,7.5,7.42,7.25,10,10,0.11,82.08,Green,MODERATE
Brazil,south of minas,944,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,230,60,7.5,7.33,7.42,7.5,7.33,7.42,10,10,0.11,82,Green,MODERATE
Costa Rica,tarrazu,1900,2016,troy quimby,Arabica,Catuai,Pulped natural / honey,15,46,7.25,7.33,7.5,7.33,7.67,7.42,10,10,0,81.83,Green,MODERATE
Brazil,monte carmelo,973,2016,gabriel barbara,Arabica,Mundo Novo,Natural / Dry,200,59,7.42,7.5,7.42,7.5,7.42,7.25,10,10,0.11,81.83,Green,MODERATE
Honduras,marcala,1450,2016,cadexsa,Arabica,Catuai,Washed / Wet,275,69,7.58,7.5,7.33,7.33,7.42,7.25,10,10,0.11,81.67,Blue-Green,MODERATE
"Tanzania, United Republic Of",mbinga,1800,2016,taylor winch (coffee) ltd.,Arabica,Unknown,Unknown,320,60,7.17,7.33,7.33,7.42,7.5,7.33,10,10,0,81.67,Green,MODERATE
Colombia,la plata,0,2016,racafe & cia s.c.a,Arabica,Unknown,Unknown,165,70,7.75,7.75,7.75,7.67,5.25,7.83,10,10,0,81.67,Unknown,MODERATE
Guatemala,san marcos,1371,2016,juan luis alvarado romero,Arabica,Catuai,Washed / Wet,450,69,7.42,7.33,7.08,7.58,7.33,7.25,10,10,0.1,81.42,Green,MODERATE
Colombia,huila,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,230,70,7.5,7.33,7.33,7.17,7.33,7.42,10,10,0,81.33,Unknown,MODERATE
Mexico,veracruz,1130,2016,angel oscar medina rodriguez,Arabica,Unknown,Unknown,220,69,7.67,7.42,7,7.42,7.58,7.08,10,10,0.12,81.33,Green,MODERATE
Nicaragua,"dipilto, nueva segovia",1200,2016,"exportadora atlantic, s.a.",Arabica,Unknown,Washed / Wet,275,69,7.33,7.5,7.17,7.17,7.58,7.17,10,10,0.09,81.17,Green,MODERATE
Ethiopia,sidamo,0,2016,kerchanshe,Arabica,Unknown,Natural / Dry,300,60,7.42,7.33,7.17,7.33,7.42,7.17,10,10,0.11,81.08,Unknown,MODERATE
Brazil,alta paulista (sao paulo),695,2016,gregorio sebba,Arabica,Mundo Novo,Natural / Dry,500,60,7.58,7.42,7.5,7.25,7.75,7.58,9.33,9.33,0.11,81.08,Green,MODERATE
Guatemala,norte,3280,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,120,69,7.42,7.25,7.17,7.5,7.25,7.17,10,10,0.09,81,Green,MODERATE
Colombia,guayata,1600,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,43,70,7.67,7.5,7.42,5.25,7.67,7.75,10,10,0,81,Green,MODERATE
Brazil,monte carmelo,0,2016,bourbon specialty coffees,Arabica,Unknown,Unknown,94,60,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,0.11,80.58,Green,MODERATE
Nicaragua,nueva segovia,0,2016,"exportadora atlantic, s.a.",Arabica,Unknown,Unknown,275,69,7.08,7.5,7,7.25,7.42,7,10,10,0.11,80.58,Green,MODERATE
Honduras,marcala,1450,2016,cadexsa,Arabica,Unknown,Unknown,275,69,7.25,7.42,7,7.42,7.33,7,10,10,0.1,80.42,Green,MODERATE
Burundi,mumirwa,1700,2016,simon mahinda,Arabica,Unknown,Unknown,300,60,7.08,7.25,7.17,7.33,7.08,7.08,10,10,0.12,80.33,Green,MODERATE
Honduras,comayagua,1400,2016,bismarck castro,Arabica,Caturra,Natural / Dry,275,69,7.25,7.25,7,7,7.42,7,10,10,0.1,80.25,Green,MODERATE
Mexico,sierra madre occidental,1600,2016,cafe de don balbino s.c. de r.l. de c.v.,Arabica,Caturra,Washed / Wet,60,69,7.25,7.17,7,7.33,7.33,7,10,10,0.1,80.25,Green,MODERATE
Guatemala,oriente,190164,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,0.1,79.75,Green,LOW
Guatemala,oriente,1219,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,0.1,79.67,Green,LOW
Cote d?Ivoire,cnra station of divo,200,2016,rre kunene,Arabica,Unknown,Washed / Wet,2,1,7.42,7.25,6.83,7,7.33,7.08,9.33,10,0.13,79.33,Bluish-Green,LOW
Guatemala,occidente,1320,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.08,7,6.92,7.42,7,6.92,10,10,0.11,79.17,Green,LOW
Nicaragua,jalapa,1100,2016,"exportadora atlantic, s.a.",Arabica,Caturra,Other,1,1,7.17,7,6.92,7,7,7,10,10,0.1,78.83,Green,LOW
Nicaragua,nueva segovia,0,2016,"exportadora atlantic, s.a.",Arabica,Unknown,Unknown,275,69,7.08,7,6.75,6.83,7.08,6.92,10,10,0.1,78.58,Green,LOW
Indonesia,ijen,1300,2016,sanjava coffee,Arabica,Java,Washed / Wet,2,1,6.92,6.83,6.92,6.92,6.92,6.83,10,10,0.13,78.17,Unknown,LOW
India,chickmangalore,0,2016,joshua marsceau,Arabica,Unknown,Natural / Dry,20,50,7.67,7.33,7.17,6.67,7.17,7.42,9.33,6.67,0,76.83,Green,LOW
Brazil,campos altos - cerrado,0,2016,bourbon specialty coffees,Arabica,Unknown,Unknown,300,60,7.25,6.58,6.58,7,7,6.42,8,10,0.11,73.5,Green,LOW
Nicaragua,jalapa,1100,2016,"exportadora atlantic, s.a.",Arabica,Caturra,Other,550,69,7.25,6.58,6.33,6.25,6.42,6.08,6,6,0.13,63.08,Green,LOW
Ecuador,"san juan, playas",0,2016,luis robles,Robusta,Unknown,Unknown,1,2,7.75,7.58,7.33,7.58,5.08,7.83,10,7.75,0,78.75,Blue-Green,LOW
Ecuador,"san juan, playas",40,2016,luis robles,Robusta,Unknown,Unknown,1,2,7.5,7.67,7.75,7.75,5.17,5.25,10,8.42,0,78.08,Blue-Green,LOW
Panama,boquete,1600,2017,gonzalo hernandez,Arabica,Gesha,Washed / Wet,37,60,8,8,7.92,8.08,7.83,8,10,10,0.08,85.83,Bluish-Green,HIGH
Ethiopia,addis ababa,0,2017,seid damtew coffee planataion,Arabica,Caturra,Natural / Dry,320,19200,7.83,8,7.83,8.17,7.92,8,10,10,0.09,85.75,None,HIGH
Indonesia,sumatra brastagi,1400,2017,aulia arif syahri,Arabica,Mandheling,Other,200,30,7.67,7.67,7.83,7.58,7.83,7.83,10,10,0,84.42,Blue-Green,MODERATE
Guatemala,san marcos,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.75,7.83,7.58,7.83,7.67,7.75,10,10,0.13,84.17,Green,MODERATE
Indonesia,aceh tengah,0,2017,pt.royal pacific indah international,Arabica,Mandheling,Natural / Dry,2,2,7.81,7.88,7.56,7.75,7.63,7.75,10,10,0.12,84.13,Bluish-Green,MODERATE
Costa Rica,Unknown,0,2017,amanda powers,Arabica,Unknown,Washed / Wet,275,68.0388,7.58,7.75,7.67,7.75,7.83,7.75,10,10,0.08,84,None,MODERATE
Ethiopia,sidamo,1800,2017,kyagalanyi coffee ltd,Arabica,Gesha,Natural / Dry,320,60,7.83,7.75,7.67,7.75,7.33,7.75,10,10,0.11,84,Green,MODERATE
Honduras,comayagua,1500,2017,bismarck castro,Arabica,Caturra,Washed / Wet,275,66,7.42,7.83,7.75,7.92,7.75,7.58,10,10,0.1,84,Green,MODERATE
Mexico,veracruz,1300,2017,cafes tomari sa de cv,Arabica,Mundo Novo,Washed / Wet,200,69,7.83,7.83,7.58,7.92,7.42,7.5,10,10,0.11,83.92,Green,MODERATE
Colombia,huila,442,2017,carcafe ltda ci,Arabica,Caturra,Washed / Wet,275,70,7.83,7.83,7.58,7.58,7.58,7.58,10,10,0.11,83.75,Green,MODERATE
Kenya,meru county,1700,2017,kennedy macharia,Arabica,SL28,Washed / Wet,200,60,8.08,7.67,7.67,7.58,7.25,7.67,10,10,0.11,83.67,Bluish-Green,MODERATE
Guatemala,san marcos,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.67,7.75,7.5,7.58,7.58,7.67,10,10,0.1,83.42,Green,MODERATE
Mexico,sierra madre occidental,1600,2017,cafe de don balbino s.c. de r.l. de c.v.,Arabica,Typica,Washed / Wet,50,50,7.67,7.83,7.42,7.83,7.33,7.5,10,10,0.11,83.25,Blue-Green,MODERATE
Guatemala,oriente,1901,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,275,69,7.58,7.58,7.33,7.67,7.75,7.58,10,10,0.1,83.17,Green,MODERATE
Peru,Unknown,0,2017,andrea bernal,Arabica,Unknown,Unknown,200,13800,7.92,7.5,7.5,7.58,7.67,7.5,10,10,0.11,83.17,Green,MODERATE
Vietnam,dala,1550,2017,"sunvirtue co., ltd.",Arabica,Catimor,Natural / Dry,1,2,7.58,7.42,7.08,7.33,7.58,8.58,10,10,0.07,83.17,None,MODERATE
Colombia,guayata,1500,2017,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,129,70,7.58,7.67,7.5,7.33,7.67,7.58,10,10,0.11,82.92,Green,MODERATE
Kenya,nyeri,1754,2017,jungle estate,Arabica,SL28,Washed / Wet,27,50,7.75,7.58,7.42,7.58,7.5,7.5,10,10,0.1,82.83,Green,MODERATE
Guatemala,san marcos,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.5,7.58,7.33,7.67,7.58,7.58,10,10,0.11,82.83,Green,MODERATE
Guatemala,santa rosa,1800,2017,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69,7.58,7.67,7.5,7.58,7.5,7.42,10,10,0.11,82.75,Green,MODERATE
Guatemala,san marcos,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.5,7.67,7.17,7.67,7.67,7.58,10,10,0.11,82.75,Green,MODERATE
Guatemala,santa rosa,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.5,7.5,7.42,7.58,7.67,7.5,10,10,0.1,82.75,Green,MODERATE
Guatemala,oriente,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69,7.42,7.58,7.42,7.67,7.5,7.5,10,10,0.1,82.75,Green,MODERATE
Indonesia,sapan toraja,1500,2017,sanjava coffee,Arabica,Sulawesi,Other,2,1,7.5,7.58,7.42,7.58,7.58,7.5,10,10,0.12,82.75,Blue-Green,MODERATE
Guatemala,el progreso,157,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69,7.58,7.58,7.33,7.58,7.33,7.67,10,10,0.12,82.75,Green,MODERATE
Honduras,comayagua,1400,2017,bismarck castro,Arabica,Caturra,Natural / Dry,275,69,7.58,7.5,7.42,7.58,7.5,7.5,10,10,0.09,82.75,Green,MODERATE
Guatemala,oriente,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69,7.5,7.42,7.42,7.75,7.5,7.5,10,10,0.1,82.58,Green,MODERATE
Indonesia,bali,1250,2017,sanjava coffee,Arabica,Other,Washed / Wet,2,1,7.83,7.75,7.25,7.5,7.42,7.33,10,10,0.11,82.5,Green,MODERATE
Honduras,comayagua,1400,2017,elsy reyes,Arabica,Caturra,Washed / Wet,275,69,7.58,7.58,7.33,7.5,7.5,7.5,10,10,0.1,82.5,Green,MODERATE
Honduras,"comayagua, honduras",1500,2017,brian beck,Arabica,Other,Washed / Wet,1,2,7.42,7.67,7.17,7.58,7.58,7.5,10,10,0.12,82.42,Green,MODERATE
Guatemala,san marcos,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.58,7.5,7.33,7.75,7.33,7.5,10,10,0.1,82.42,Green,MODERATE
Guatemala,el progreso,157,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,20,69,7.58,7.5,7.25,7.67,7.5,7.5,10,10,0.12,82.42,Green,MODERATE
Honduras,comayagua,1396,2017,bismarck castro,Arabica,Caturra,Washed / Wet,275,69,7.5,7.58,7.33,7.5,7.42,7.42,10,10,0.1,82.33,Green,MODERATE
Indonesia,aceh gayo,1300,2017,sanjava coffee,Arabica,Bourbon,Washed / Wet,2,1,7.5,7.5,7.42,7.42,7.5,7.42,10,10,0.15,82.08,Unknown,MODERATE
Guatemala,oriente,1901,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,0.1,81.92,Green,MODERATE
Guatemala,santa rosa,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.5,7.5,7.25,7.42,7.42,7.42,10,10,0.11,81.92,Green,MODERATE
Honduras,comayagua,1400,2017,bismarck castro,Arabica,Caturra,Washed / Wet,274,67,7.58,7.5,7.25,7.33,7.42,7.5,10,10,0.12,81.92,Green,MODERATE
Guatemala,oriente,157,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69,7.42,7.5,7.25,7.5,7.33,7.42,10,10,0.1,81.83,Green,MODERATE
Guatemala,san marcos,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.5,7.5,7.25,7.42,7.42,7.33,10,10,0.11,81.75,Green,MODERATE
Guatemala,san marcos,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.42,7.42,7.08,7.42,7.33,7.42,10,10,0.1,81.67,Green,MODERATE
Guatemala,santa rosa,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,80,69,7.42,7.33,7.17,7.67,7.33,7.42,10,10,0.12,81.67,Green,MODERATE
Guatemala,huehuetenango,190164,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69,7.42,7.42,7.08,7.5,7.42,7.33,10,10,0.12,81.58,Green,MODERATE
Guatemala,santa rosa,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,0.1,81.5,Green,MODERATE
Nicaragua,jalapa,1100,2017,"exportadora atlantic, s.a.",Arabica,Caturra,Other,550,69,7.5,7.42,7.33,7.33,7.25,7.33,10,10,0.11,81.5,Green,MODERATE
Honduras,comayagua,1400,2017,elsy reyes,Arabica,Caturra,Washed / Wet,275,69,7.5,7.5,7.33,7.42,7.17,7.25,10,10,0.1,81.5,Green,MODERATE
Guatemala,santa rosa,0,2017,juan luis alvarado romero,Arabica,Bourbon,Unknown,50,69,7.5,7.42,7.25,7.25,7.5,7.25,10,10,0.12,81.5,Green,MODERATE
Mexico,veracruz,1100,2017,cafes tomari sa de cv,Arabica,Mundo Novo,Washed / Wet,200,69,7.58,7.33,7.08,7.33,7.5,7.33,10,10,0.12,81.42,Green,MODERATE
Guatemala,oriente,1901,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,0.1,80.92,Green,MODERATE
Kenya,kiambu,1600,2017,lydiah mwangi,Arabica,SL28,Washed / Wet,150,60,7.17,7.58,7.5,7.5,8,7.75,10,10,0.11,80.92,Green,MODERATE
Mexico,veracruz,1100,2017,grupo santab s.a de c.v.,Arabica,Bourbon,Washed / Wet,240,69,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,0.11,80.92,Green,MODERATE
Guatemala,santa rosa,1500,2017,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69,7.33,7.25,7.08,7.17,7.25,7.17,10,10,0.1,80.5,Green,MODERATE
Honduras,ocotepeque,1650,2017,janny marlith torres,Arabica,Catuai,Washed / Wet,15,69,7.58,7.33,7,7.17,7.33,7.08,10,10,0.11,80.5,Green,MODERATE
Vietnam,dala,1550,2017,"sunvirtue co., ltd.",Arabica,Catimor,Other,1,2,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,0,80.17,Unknown,MODERATE
Nicaragua,jinotega,1250,2017,"comercial internacional exportadora, s.a.",Arabica,Caturra,Washed / Wet,275,69,7.33,7.08,6.92,7.08,7.42,7.17,10,10,0.1,80,Green,MODERATE
Kenya,kiambu,1500,2017,kennedy macharia,Arabica,SL34,Washed / Wet,200,12000,7,7.08,7,7.17,7.25,7.25,10,10,0.11,79.83,Unknown,LOW
Guatemala,san marcos,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,0.1,79.83,Green,LOW
Guatemala,santa rosa,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,0.1,79.17,Green,LOW
Honduras,ocotepeque,1650,2017,janny marlith torres,Arabica,Catuai,Washed / Wet,15,69,7.58,7,6.75,6.92,7,6.92,10,10,0.11,79.17,Green,LOW
Guatemala,san marcos,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,0.1,79.08,Green,LOW
Honduras,comayagua,1400,2017,bismarck castro,Arabica,Caturra,Unknown,275,69,0,0,0,0,0,0,0,0,0.12,0,Green,LOW
India,chikmagalur karnataka indua,3170,2017,nishant gurjer,Robusta,Unknown,Washed / Wet,320,60,8,7.75,7.92,8,7.92,7.92,10,8,0,83.5,Unknown,MODERATE
India,chikmagalur karnataka india,3140,2017,nishant gurjer,Robusta,Unknown,Washed / Wet,320,60,7.67,7.75,7.83,7.67,7.92,7.83,10,7.92,0.1,82.5,Bluish-Green,MODERATE
Honduras,western region,1200,2018,mdh,Arabica,Catimor,Washed / Wet,275,69,7.5,7.42,7.08,7.42,7.5,7.33,10,10,0.11,81.58,Blue-Green,MODERATE
